10000	17173872
12500	32035471
15000	42267550
17500	56937079
20000	68762262
22500	86167890
25000	126422655
27500	144717030
30000	169356266
32500	196434876
35000	226421527
37500	250032851
40000	276115267
42500	317108931
45000	343307510
47500	373178510
50000	513781650
52500	546005056
55000	579349318
57500	636439798
60000	674907192
62500	732767181
65000	783587002
67500	864912279
70000	909458851
72500	951211354
75000	1012917362
77500	1050097526
80000	1094002001
82500	1230158645
85000	1273542156
87500	1324341193
90000	1367902625
92500	1453725919
95000	1488039135
97500	1531178449
100000	2049686190
