10000	18261512
12500	28844159
15000	41619128
17500	56422152
20000	73603751
22500	93445611
25000	113314342
27500	137599247
30000	166746760
32500	196071624
35000	224261420
37500	256288810
40000	294755041
42500	331251882
45000	371903548
47500	415012315
50000	462115677
52500	505132385
55000	556157252
57500	610183340
60000	664269296
62500	718415483
65000	781150594
67500	837894886
70000	901455132
72500	971849981
75000	1036946561
77500	1104469519
80000	1176221347
82500	1251016627
85000	1327721224
87500	1404597316
90000	1483974417
92500	1574810747
95000	1663521835
97500	1748019559
100000	1843040828
