10000	71
12500	114
15000	163
17500	226
20000	290
22500	367
25000	447
27500	552
30000	661
32500	770
35000	880
37500	1007
40000	1157
42500	1303
45000	1461
47500	1629
50000	1822
52500	1988
55000	2182
57500	2400
60000	2610
62500	2825
65000	3071
67500	3290
70000	3552
72500	3824
75000	4073
77500	4341
80000	4624
82500	5091
85000	5236
87500	5517
90000	5848
92500	6217
95000	6542
97500	6876
100000	7257
