10000	13232188
12500	20762904
15000	29998106
17500	40621228
20000	52947494
22500	67131611
25000	81697960
27500	99948065
30000	119386697
32500	140338007
35000	160931595
37500	185119736
40000	212563919
42500	238572676
45000	267945805
47500	298852358
50000	332750066
52500	363271392
55000	399832369
57500	439044007
60000	478925860
62500	516626131
65000	559775912
67500	602305956
70000	647481291
72500	697523767
75000	744222325
77500	794316094
80000	844807671
82500	901715129
85000	953821441
87500	1006986570
90000	1065204129
92500	1129584831
95000	1193765586
97500	1250942161
100000	1323012364
